,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
10327,Palomas,95.0,2,2.0,2,495000,1.0,1.0,0.0,1,"avenida de los Arces, 7, Palomas, Madrid"
10329,Pinar del Rey,76.0,3,1.0,1,170000,1.0,1.0,1.0,0,"avenida de San Luis, Pinar del Rey, Madrid"
10330,Pinar del Rey,100.0,3,1.0,2,255000,1.0,1.0,1.0,0,"Santa Virgilia, Pinar del Rey, Madrid"
10331,Hortaleza,126.0,1,1.0,1,245000,1.0,1.0,0.0,1,"Dúplex en venta en Virgen del Cortijo - Manoteras, Hortaleza, Madrid"
10332,Hortaleza,134.0,1,2.0,2,750000,1.0,1.0,0.0,1,"Conde Orgaz-Piovera, Hortaleza, Madrid"
10333,Apóstol Santiago,70.0,3,1.0,0,248000,0.0,1.0,1.0,0,"Dúplex en venta en calle Bacares, 40, Apóstol Santiago, Madrid"
10334,Pinar del Rey,96.0,3,2.0,4,330000,1.0,1.0,0.0,1,"calle Alfacar, Pinar del Rey, Madrid"
10335,Canillas,60.0,1,1.0,0,240000,1.0,1.0,1.0,1,"calle de Pegaso, Canillas, Madrid"
10336,Conde Orgaz-Piovera,70.0,1,1.0,1,410000,1.0,1.0,0.0,1,"avenida de Machupichu, 37, Conde Orgaz-Piovera, Madrid"
10337,Canillas,112.0,2,2.0,1,345000,1.0,1.0,0.0,0,"UTRILLAS, Canillas, Madrid"
10339,Pinar del Rey,88.0,3,1.0,4,158000,0.0,1.0,1.0,0,"BARICHARA, Pinar del Rey, Madrid"
10342,Pinar del Rey,57.0,2,1.0,0,79200,0.0,1.0,0.0,0,"avenida VIRGEN DEL CARMEN, Pinar del Rey, Madrid"
10343,Canillas,105.0,3,2.0,3,465000,1.0,1.0,0.0,1,"Dúplex en venta en calle de Belisana, Madrid, Canillas, Madrid"
10344,Canillas,164.0,4,3.0,5,680000,1.0,1.0,1.0,0,"calle Montearagón, Canillas, Madrid"
10345,Apóstol Santiago,87.0,2,1.0,5,267000,1.0,1.0,0.0,0,"plaza de monterrey, Apóstol Santiago, Madrid"
10346,Canillas,140.0,3,3.0,8,725000,1.0,1.0,1.0,1,"Dúplex en venta en calle Agustín Calvo, Madrid, Canillas, Madrid"
10347,Canillas,54.0,1,1.0,2,219268,1.0,1.0,0.0,1,"calle de Alejandro Villegas, 3, Canillas, Madrid"
10348,Canillas,55.0,1,1.0,3,233908,1.0,1.0,1.0,1,"Ático en venta en calle de Alejandro Villegas, 3, Canillas, Madrid"
10349,Hortaleza,112.0,2,2.0,1,345000,1.0,1.0,1.0,0,"Canillas, Hortaleza, Madrid"
10350,Sanchinarro,92.0,2,2.0,0,420000,1.0,1.0,1.0,1,"calle Alcalde Henche de la Plata, 7, Sanchinarro, Madrid"
10351,Valdebebas - Valdefuentes,146.0,3,2.0,5,539720,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10352,Hortaleza,55.0,2,1.0,1,158000,0.0,1.0,0.0,0,"Pinar del Rey, Hortaleza, Madrid"
10353,Hortaleza,167.0,4,2.0,1,650000,1.0,1.0,0.0,1,"Urb. Sanchinarro, Sanchinarro, Hortaleza, Madrid"
10354,Pinar del Rey,115.0,3,2.0,3,380000,1.0,1.0,0.0,0,"calle Joaquín Cimas, Pinar del Rey, Madrid"
10355,Sanchinarro,110.0,3,2.0,1,495000,1.0,1.0,1.0,1,"calle Princesa de Éboli, 102, Sanchinarro, Madrid"
10360,Hortaleza,65.0,3,1.0,2,149000,0.0,1.0,1.0,0,"Pinar del Rey, Hortaleza, Madrid"
10363,Hortaleza,283.0,4,5.0,4,1500000,1.0,1.0,0.0,1,"Palomas, Hortaleza, Madrid"
10364,Hortaleza,73.0,3,1.0,5,160000,0.0,1.0,1.0,0,"Apóstol Santiago, Hortaleza, Madrid"
10365,Palomas,135.0,1,2.0,1,455000,0.0,1.0,0.0,0,"calle Colios, 1, Palomas, Madrid"
10366,Virgen del Cortijo - Manoteras,118.0,3,2.0,2,595000,1.0,1.0,1.0,1,"calle de Dulce Chacón, 39, Virgen del Cortijo - Manoteras, Madrid"
10367,Canillas,53.0,1,1.0,1,214840,1.0,1.0,0.0,0,"calle de Alejandro Villegas, 3, Canillas, Madrid"
10369,Conde Orgaz-Piovera,76.0,2,1.0,1,520000,1.0,1.0,0.0,0,"calle de Machaquito, 58, Conde Orgaz-Piovera, Madrid"
10370,Pinar del Rey,69.0,3,1.0,0,145000,0.0,1.0,0.0,0,"calle Pobla de Segur, Pinar del Rey, Madrid"
10372,Pinar del Rey,72.0,3,1.0,0,175000,0.0,0.0,0.0,0,"calle del Mar Menor, Pinar del Rey, Madrid"
10373,Sanchinarro,91.0,2,2.0,3,358000,1.0,1.0,0.0,1,"calle Miguel Ángel Asturias, 6, Sanchinarro, Madrid"
10374,Canillas,83.0,3,2.0,2,275000,1.0,1.0,0.0,0,"calle de Trefacio, Canillas, Madrid"
10375,Apóstol Santiago,81.0,4,1.0,5,210000,0.0,1.0,1.0,0,"calle Vélez Rubio, 183, Apóstol Santiago, Madrid"
10376,Sanchinarro,51.0,1,1.0,6,260000,1.0,1.0,0.0,0,"avenida Isabel de Valois, Sanchinarro, Madrid"
10377,Pinar del Rey,74.0,2,1.0,2,187000,1.0,1.0,1.0,0,"calle Santa Susana, Pinar del Rey, Madrid"
10378,Pinar del Rey,112.0,4,2.0,7,330000,1.0,1.0,0.0,1,"calle Santa Virgilia, 19, Pinar del Rey, Madrid"
10379,Pinar del Rey,61.0,3,1.0,5,149000,0.0,1.0,1.0,0,"calle Ángel Luis de la Herrán, Pinar del Rey, Madrid"
10380,Canillas,72.0,3,1.0,4,214000,1.0,1.0,1.0,0,"calle Motilla del Palancar, 25, Canillas, Madrid"
10381,Pinar del Rey,57.0,3,1.0,3,179000,0.0,1.0,0.0,0,"calle de Solsona, 12, Pinar del Rey, Madrid"
10382,Canillas,84.0,3,1.0,2,330000,1.0,1.0,1.0,0,"calle de Tribaldos, 11, Canillas, Madrid"
10383,Pinar del Rey,70.0,3,1.0,2,202000,0.0,1.0,0.0,0,"Arzua, 4, Pinar del Rey, Madrid"
10385,Apóstol Santiago,120.0,4,2.0,0,530000,1.0,1.0,0.0,1,"calle del Golfo de Salonica, 24, Apóstol Santiago, Madrid"
10387,Conde Orgaz-Piovera,163.0,3,2.0,2,795000,1.0,0.0,0.0,1,"plaza Manuel Rodrigo, 11, Conde Orgaz-Piovera, Madrid"
10388,Sanchinarro,93.0,2,2.0,1,460000,1.0,1.0,0.0,1,"calle de Américo Castro, 106, Sanchinarro, Madrid"
10389,Conde Orgaz-Piovera,70.0,2,1.0,1,373000,1.0,1.0,0.0,1,"calle Dionisio Inca Yupanqui, 17, Conde Orgaz-Piovera, Madrid"
10390,Sanchinarro,166.0,3,3.0,0,790000,1.0,1.0,1.0,1,"avenida de Francisco Pi y Margall, 88, Sanchinarro, Madrid"
10391,Sanchinarro,213.0,3,3.0,0,720000,1.0,1.0,1.0,1,"calle de Ana de Austria, 34, Sanchinarro, Madrid"
10393,Conde Orgaz-Piovera,65.0,1,1.0,2,330000,1.0,1.0,0.0,1,"avenida de Machupichu, 11, Conde Orgaz-Piovera, Madrid"
10396,Sanchinarro,92.0,2,1.0,7,405000,1.0,1.0,1.0,1,"Ático en venta en calle Princesa de Éboli, 9, Sanchinarro, Madrid"
10398,Pinar del Rey,56.0,3,1.0,2,179000,0.0,1.0,0.0,0,"calle Solsona, Pinar del Rey, Madrid"
10399,Virgen del Cortijo - Manoteras,120.0,1,1.0,3,345000,1.0,1.0,1.0,1,"Ático en venta en avenida de Manoteras, 30, Virgen del Cortijo - Manoteras, Madrid"
10400,Pinar del Rey,142.0,4,3.0,5,740000,1.0,1.0,1.0,1,"Gran Vía de Hortaleza, 5, Pinar del Rey, Madrid"
10401,Sanchinarro,53.0,1,1.0,3,280000,1.0,1.0,0.0,0,"calle Americo Castro, Sanchinarro, Madrid"
10403,Pinar del Rey,142.0,4,3.0,4,720000,1.0,1.0,1.0,1,"avenida de la Gran Vía de Hortaleza, 5, Pinar del Rey, Madrid"
10404,Sanchinarro,101.0,2,2.0,3,420000,1.0,1.0,0.0,1,"americo castro, Sanchinarro, Madrid"
10405,Canillas,68.0,2,2.0,3,310000,1.0,1.0,0.0,1,"Ático en venta en calle de Ulises, Canillas, Madrid"
10406,Sanchinarro,82.0,2,2.0,1,385000,1.0,1.0,0.0,1,"calle Americo Castro, Sanchinarro, Madrid"
10408,Hortaleza,80.0,1,1.0,4,240000,1.0,1.0,1.0,1,"Dúplex en venta en Virgen del Cortijo - Manoteras, Hortaleza, Madrid"
10409,Pinar del Rey,82.0,3,1.0,3,235000,1.0,1.0,1.0,0,"calle Eras, Pinar del Rey, Madrid"
10410,Pinar del Rey,65.0,2,1.0,3,189000,1.0,1.0,1.0,0,"calle Ángel Luis de la Herrán, Pinar del Rey, Madrid"
10411,Pinar del Rey,112.0,4,2.0,1,315000,1.0,1.0,1.0,0,"calle Chaparral, Pinar del Rey, Madrid"
10412,Canillas,50.0,1,1.0,1,198000,1.0,1.0,1.0,1,"Rafael Vega, Canillas, Madrid"
10413,Hortaleza,120.0,3,2.0,1,550000,1.0,1.0,1.0,1,"Virgen del Cortijo - Manoteras, Hortaleza, Madrid"
10414,Pinar del Rey,83.0,3,2.0,1,308000,1.0,1.0,1.0,0,"calle Santa Virgilia, Pinar del Rey, Madrid"
10415,Sanchinarro,92.0,2,2.0,4,399900,1.0,1.0,0.0,1,"ISABEL DE VALOIS, Sanchinarro, Madrid"
10416,Palomas,122.0,3,2.0,4,600000,1.0,1.0,0.0,1,"Ático en venta en avenida de los Prunos, 11, Palomas, Madrid"
10418,Hortaleza,175.0,4,2.0,6,795000,1.0,1.0,1.0,1,"Ático en venta en Sanchinarro, Hortaleza, Madrid"
10419,Conde Orgaz-Piovera,138.0,3,3.0,2,668000,1.0,1.0,0.0,1,"avenida de los Andes, 23, Conde Orgaz-Piovera, Madrid"
10421,Hortaleza,195.0,4,3.0,8,995000,1.0,1.0,1.0,1,"Valdebebas - Valdefuentes, Hortaleza, Madrid"
10423,Sanchinarro,110.0,3,2.0,3,455000,1.0,1.0,0.0,1,"calle de Américo Castro, 26, Sanchinarro, Madrid"
10428,Conde Orgaz-Piovera,262.0,4,5.0,1,1790000,1.0,1.0,1.0,1,"avenida de los Madroños , 27, Conde Orgaz-Piovera, Madrid"
10429,Conde Orgaz-Piovera,281.0,4,5.0,1,1815000,1.0,1.0,1.0,1,"avenida de los Madroños , 27, Conde Orgaz-Piovera, Madrid"
10430,Pinar del Rey,70.0,3,1.0,4,149000,0.0,1.0,0.0,0,"calle de Lorca, Pinar del Rey, Madrid"
10431,Apóstol Santiago,167.0,5,3.0,4,400000,1.0,1.0,1.0,0,"calle de las Cuevas de Almanzora, Apóstol Santiago, Madrid"
10432,Canillas,115.0,3,1.0,2,299000,1.0,1.0,0.0,0,"calle Calanda, Canillas, Madrid"
10434,Canillas,100.0,3,2.0,2,335000,1.0,1.0,1.0,1,"calle de Tribaldos, Canillas, Madrid"
10435,Virgen del Cortijo - Manoteras,68.0,1,1.0,1,335000,1.0,1.0,0.0,1,"calle de Dulce Chacón, Virgen del Cortijo - Manoteras, Madrid"
10437,Pinar del Rey,62.0,2,1.0,3,153000,0.0,1.0,0.0,0,"calle Calasparra, Pinar del Rey, Madrid"
10438,Canillas,101.0,4,2.0,4,285000,1.0,1.0,1.0,1,"calle de Tribaldos, Canillas, Madrid"
10439,Apóstol Santiago,72.0,3,1.0,2,160000,0.0,1.0,1.0,0,"plaza Villalcázar de Sirga, Apóstol Santiago, Madrid"
10440,Virgen del Cortijo - Manoteras,76.0,0,1.0,5,200000,1.0,1.0,0.0,1,"Estudio en venta en avenida DE MANOTERAS, Virgen del Cortijo - Manoteras, Madrid"
10441,Pinar del Rey,70.0,3,1.0,2,165000,0.0,1.0,1.0,0,"TOTANA, Pinar del Rey, Madrid"
10442,Pinar del Rey,60.0,2,1.0,1,175000,0.0,1.0,1.0,0,"calle de Miranda de Arga, Pinar del Rey, Madrid"
10443,Virgen del Cortijo - Manoteras,164.0,3,3.0,1,628000,1.0,1.0,0.0,1,"Dulce Chacon, Virgen del Cortijo - Manoteras, Madrid"
10444,Pinar del Rey,50.0,0,1.0,6,142000,1.0,1.0,1.0,0,"Estudio en venta en santa susana, Pinar del Rey, Madrid"
10445,Virgen del Cortijo - Manoteras,94.0,1,1.0,1,215000,1.0,1.0,0.0,1,"Dúplex en venta en avenida de Manoteras, 30, 30, Virgen del Cortijo - Manoteras, Madrid"
10446,Canillas,110.0,3,1.0,1,289000,1.0,1.0,1.0,0,"alcorisa, Canillas, Madrid"
10448,Virgen del Cortijo - Manoteras,185.0,1,2.0,3,490000,1.0,1.0,1.0,1,"Ático en venta en avenida de Manoteras, Madrid, 30, Virgen del Cortijo - Manoteras, Madrid"
10449,Pinar del Rey,72.0,3,1.0,2,198000,0.0,1.0,1.0,0,"calle del Mar de Aral, Pinar del Rey, Madrid"
10450,Sanchinarro,152.0,3,2.0,2,510000,1.0,1.0,0.0,1,"calle Cardenal Tavera, 4, Sanchinarro, Madrid"
10451,Valdebebas - Valdefuentes,110.0,2,2.0,1,339000,1.0,1.0,0.0,1,"calle Rafaela Aparicio, Valdebebas - Valdefuentes, Madrid"
10452,Hortaleza,91.0,2,2.0,3,364800,1.0,1.0,0.0,1,"Sanchinarro, Hortaleza, Madrid"
10453,Pinar del Rey,78.0,3,1.0,4,188400,1.0,1.0,0.0,0,"calle Yarumal, 2, Pinar del Rey, Madrid"
10455,Sanchinarro,102.0,3,2.0,1,424000,1.0,1.0,0.0,1,"calle Américo Castro, 114, Sanchinarro, Madrid"
10456,Sanchinarro,176.0,4,3.0,2,730821,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10457,Sanchinarro,131.0,3,2.0,4,610812,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10458,Sanchinarro,153.0,4,2.0,5,725418,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10459,Sanchinarro,185.0,4,3.0,3,860000,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10460,Sanchinarro,124.0,3,2.0,0,690541,1.0,1.0,0.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10461,Hortaleza,56.0,3,1.0,2,179000,0.0,1.0,0.0,0,"Pinar del Rey, Hortaleza, Madrid"
10462,Valdebebas - Valdefuentes,139.0,3,2.0,9,570620,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10463,Valdebebas - Valdefuentes,138.0,3,2.0,0,628000,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10464,Valdebebas - Valdefuentes,199.0,4,3.0,9,763000,1.0,1.0,1.0,0,"Dúplex en venta en avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10465,Valdebebas - Valdefuentes,211.0,4,4.0,1,857000,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10466,Valdebebas - Valdefuentes,139.0,3,2.0,1,554140,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10467,Valdebebas - Valdefuentes,139.0,3,2.0,9,543840,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10468,Valdebebas - Valdefuentes,146.0,3,2.0,8,570620,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10469,Valdebebas - Valdefuentes,139.0,3,2.0,1,560320,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10470,Valdebebas - Valdefuentes,146.0,3,2.0,3,513970,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10471,Valdebebas - Valdefuentes,185.0,4,3.0,1,790000,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10472,Valdebebas - Valdefuentes,146.0,3,2.0,7,560320,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10473,Valdebebas - Valdefuentes,146.0,3,2.0,5,534570,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10474,Valdebebas - Valdefuentes,199.0,4,3.0,7,743000,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10475,Valdebebas - Valdefuentes,146.0,3,2.0,4,524270,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10476,Valdebebas - Valdefuentes,146.0,3,2.0,1,493370,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10477,Valdebebas - Valdefuentes,146.0,3,2.0,3,512940,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10478,Valdebebas - Valdefuentes,199.0,4,3.0,5,723000,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10479,Valdebebas - Valdefuentes,122.0,2,2.0,0,486160,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10480,Valdebebas - Valdefuentes,146.0,3,2.0,6,550020,1.0,1.0,1.0,0,"avenida Francisco Javier Sáenz de Oiza confluencia Fina de Calderón y Félix Candela s/n, Valdebebas - Valdefuentes, Madrid"
10482,Sanchinarro,108.0,2,2.0,1,525000,1.0,1.0,1.0,0,"avenida Isabel de Valois, 22, Sanchinarro, Madrid"
10483,Valdebebas - Valdefuentes,156.0,3,2.0,2,570000,1.0,1.0,1.0,0,"calle José Antonio Fernández Ordóñez, 38, Valdebebas - Valdefuentes, Madrid"
10484,Valdebebas - Valdefuentes,156.0,3,2.0,2,555000,1.0,1.0,1.0,0,"calle José Antonio Fernández Ordóñez, 38, Valdebebas - Valdefuentes, Madrid"
10485,Valdebebas - Valdefuentes,156.0,3,2.0,5,577000,1.0,1.0,1.0,0,"calle José Antonio Fernández Ordóñez, 38, Valdebebas - Valdefuentes, Madrid"
10486,Valdebebas - Valdefuentes,212.0,3,2.0,8,924000,1.0,1.0,1.0,0,"Ático en venta en calle José Antonio Fernández Ordóñez, 38, Valdebebas - Valdefuentes, Madrid"
10491,Pinar del Rey,78.0,3,1.0,4,188400,1.0,1.0,0.0,0,"calle Yarumal, Pinar del Rey, Madrid"
10492,Conde Orgaz-Piovera,400.0,5,4.0,3,1550000,1.0,1.0,1.0,1,"avenida de los Madroños, 19, Conde Orgaz-Piovera, Madrid"
10493,Sanchinarro,133.0,3,2.0,4,595800,1.0,1.0,0.0,1,"CARDENAL TAVERA, 6, Sanchinarro, Madrid"
10496,Apóstol Santiago,87.0,3,1.0,5,231000,1.0,1.0,0.0,0,"cuevas del almanzora, Apóstol Santiago, Madrid"
10497,Pinar del Rey,120.0,3,2.0,1,600000,1.0,1.0,0.0,1,"avenida de la Gran Vía de Hortaleza, 5 -, Pinar del Rey, Madrid"
10500,Pinar del Rey,78.0,3,1.0,4,188400,1.0,1.0,1.0,0,"YARUMAL, 2, Pinar del Rey, Madrid"
10501,Canillas,90.0,2,1.0,4,415000,1.0,1.0,1.0,0,"calle de Torquemada, 12, Canillas, Madrid"
10502,Canillas,80.0,3,1.0,1,279000,1.0,1.0,1.0,1,"carril del Conde, Canillas, Madrid"
10503,Sanchinarro,42.0,0,1.0,4,229500,1.0,0.0,0.0,1,"Estudio en venta en calle de Américo Castro, 120, Sanchinarro, Madrid"
10504,Canillas,63.0,3,1.0,2,175000,0.0,1.0,1.0,0,"calle de las Pedroñeras, Canillas, Madrid"
10505,Virgen del Cortijo - Manoteras,108.0,2,2.0,2,435000,1.0,1.0,0.0,1,"calle de Dulce Chacón, Virgen del Cortijo - Manoteras, Madrid"
10506,Canillas,63.0,2,1.0,1,180000,0.0,1.0,0.0,0,"calle Méntrida, Canillas, Madrid"
10507,Pinar del Rey,121.0,4,2.0,2,335000,1.0,1.0,0.0,0,"calle de Canapiare, Pinar del Rey, Madrid"
10508,Canillas,77.0,4,1.0,3,185000,1.0,1.0,1.0,0,"calle Motilla del Palancar, Canillas, Madrid"
10509,Canillas,61.0,3,1.0,4,214000,0.0,1.0,1.0,0,"calle Motilla del Palancar, Canillas, Madrid"
10513,Sanchinarro,126.0,3,2.0,2,425000,1.0,1.0,0.0,1,"AMERICO CASTRO, Sanchinarro, Madrid"
10514,Sanchinarro,90.0,3,2.0,5,395000,1.0,1.0,0.0,1,"calle Príncipe Carlos, Sanchinarro, Madrid"
10516,Palomas,159.0,3,2.0,2,750000,1.0,1.0,0.0,1,"avenida de los Prunos, Palomas, Madrid"
10517,Pinar del Rey,128.0,3,2.0,5,370000,1.0,1.0,1.0,1,"calle del Mar Menor, Pinar del Rey, Madrid"
10518,Canillas,111.0,3,1.0,1,359900,1.0,1.0,1.0,1,"carretera de Canillas, Canillas, Madrid"
10519,Pinar del Rey,74.0,2,1.0,2,187000,1.0,1.0,1.0,0,"calle Santa Susana, Pinar del Rey, Madrid"
10520,Canillas,89.0,3,2.0,2,239000,1.0,1.0,1.0,0,"calle de Montemayor de Pililla, Canillas, Madrid"
10521,Palomas,98.0,2,2.0,2,495000,1.0,1.0,0.0,1,"avenida de los Arces, Palomas, Madrid"
10522,Pinar del Rey,57.0,2,1.0,3,164000,0.0,1.0,0.0,0,"calle Solsona, Pinar del Rey, Madrid"
10523,Sanchinarro,140.0,3,2.0,5,450000,1.0,1.0,1.0,1,"calle de Ana de Austria, Sanchinarro, Madrid"
10525,Pinar del Rey,76.0,2,1.0,1,185000,1.0,1.0,1.0,0,"calle Santa Susana, Pinar del Rey, Madrid"
10526,Sanchinarro,67.0,2,1.0,3,335000,1.0,1.0,0.0,1,"Americo Castro, Sanchinarro, Madrid"
10527,Sanchinarro,137.0,3,2.0,1,490000,1.0,1.0,0.0,1,"calle Princesa de Éboli, Sanchinarro, Madrid"
10528,Palomas,161.0,3,2.0,2,750000,1.0,1.0,0.0,1,"Avenida de los Prunos, Palomas, Madrid"
10529,Conde Orgaz-Piovera,165.0,3,2.0,4,720000,1.0,1.0,0.0,1,"calle de Esteban Palacios, Conde Orgaz-Piovera, Madrid"
10530,Sanchinarro,134.0,3,2.0,2,610212,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10531,Sanchinarro,131.0,3,2.0,2,570447,1.0,1.0,1.0,0,"calle Ana de Austria, 51, Sanchinarro, Madrid"
10533,Sanchinarro,89.0,2,2.0,6,435000,1.0,1.0,1.0,1,"Maria Tudor, Sanchinarro, Madrid"
10534,Valdebebas - Valdefuentes,129.0,3,2.0,4,499000,1.0,1.0,1.0,0,"calle María de las Mercedes de Borbón, 196, 204, Valdebebas - Valdefuentes, Madrid"
10537,Conde Orgaz-Piovera,89.0,2,2.0,1,445000,1.0,1.0,0.0,1,"plaza Liceo, 3, Conde Orgaz-Piovera, Madrid"
10538,Hortaleza,183.0,3,3.0,3,945000,1.0,1.0,1.0,1,"Ático en venta en Palomas, Hortaleza, Madrid"
10540,Canillas,58.0,1,1.0,3,242152,1.0,1.0,0.0,0,"calle Agustín Calvo , 37, Canillas, Madrid"
10541,Canillas,58.0,1,1.0,2,239235,1.0,1.0,0.0,0,"calle Agustín Calvo , 37, Canillas, Madrid"
10542,Sanchinarro,168.0,4,3.0,1,758450,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10543,Sanchinarro,169.0,4,3.0,2,763450,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10544,Sanchinarro,169.0,4,3.0,3,768450,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10545,Sanchinarro,169.0,4,3.0,2,760650,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10546,Sanchinarro,150.0,3,2.0,0,796350,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10547,Sanchinarro,151.0,3,2.0,1,680250,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10548,Sanchinarro,172.0,4,3.0,2,775750,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10549,Sanchinarro,151.0,3,2.0,1,688150,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10550,Sanchinarro,151.0,3,2.0,4,695250,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10551,Sanchinarro,168.0,4,3.0,5,775650,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10552,Sanchinarro,161.0,4,3.0,0,836650,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10553,Sanchinarro,151.0,3,2.0,2,693150,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10554,Sanchinarro,151.0,3,2.0,5,700250,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10555,Sanchinarro,168.0,4,2.0,3,765650,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10556,Sanchinarro,132.0,3,2.0,0,727150,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10557,Sanchinarro,160.0,4,3.0,0,840050,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10558,Sanchinarro,151.0,3,2.0,3,690250,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10559,Sanchinarro,151.0,3,2.0,2,685250,1.0,1.0,1.0,1,"calle Ana de Austria, 83, Sanchinarro, Madrid"
10560,Virgen del Cortijo - Manoteras,90.0,2,2.0,4,440000,1.0,1.0,0.0,1,"calle DE DULCE CHACÓN, Virgen del Cortijo - Manoteras, Madrid"
10561,Sanchinarro,166.0,3,2.0,0,790000,1.0,1.0,0.0,1,"avenida DE FRANCISCO PI Y MARGALL, Sanchinarro, Madrid"
10562,Sanchinarro,136.0,3,2.0,3,570000,1.0,1.0,0.0,1,"calle MARÍA DE PORTUGAL, Sanchinarro, Madrid"
