,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
10072,Canillas,65.0,3,1.0,3,169000,0.0,1.0,1.0,0,"plaza Nuestra Señora del Tránsito, Canillas, Madrid"
10073,Pinar del Rey,55.0,2,1.0,2,157000,0.0,1.0,0.0,0,"Cervera, Pinar del Rey, Madrid"
10074,Virgen del Cortijo - Manoteras,112.0,1,1.0,3,299000,1.0,1.0,0.0,1,"Dúplex en venta en avenida de Manoteras, 30, 30, Virgen del Cortijo - Manoteras, Madrid"
10075,Hortaleza,278.0,5,5.0,1,1490000,1.0,1.0,1.0,1,"Conde Orgaz-Piovera, Hortaleza, Madrid"
10076,Pinar del Rey,74.0,2,1.0,2,215000,1.0,1.0,1.0,0,"TORREGROSA, Pinar del Rey, Madrid"
10077,Canillas,50.0,1,1.0,1,198000,1.0,1.0,0.0,1,"calle Rafael Vega, Canillas, Madrid"
10079,Pinar del Rey,60.0,2,1.0,3,159000,0.0,1.0,0.0,0,"calle Baranoa, Pinar del Rey, Madrid"
10080,Pinar del Rey,60.0,3,1.0,4,184000,0.0,1.0,1.0,0,"BALAGUER, Pinar del Rey, Madrid"
10081,Canillas,112.0,4,2.0,7,395000,1.0,1.0,1.0,1,"calle de Torquemada, 21, Canillas, Madrid"
10082,Conde Orgaz-Piovera,115.0,3,2.0,2,595000,1.0,1.0,0.0,1,"avenida de Machupichu, 11, Conde Orgaz-Piovera, Madrid"
10083,Sanchinarro,136.0,3,2.0,3,570000,1.0,1.0,0.0,1,"calle de María de Portugal, 30, Sanchinarro, Madrid"
10085,Sanchinarro,110.0,3,2.0,3,475000,1.0,1.0,0.0,1,"avenida de Niceto Alcalá Zamora, Sanchinarro, Madrid"
10086,Conde Orgaz-Piovera,190.0,3,2.0,0,769000,1.0,1.0,1.0,1,"calle de Florencio Castillo, 48, Conde Orgaz-Piovera, Madrid"
10087,Sanchinarro,89.0,2,2.0,2,450000,1.0,1.0,0.0,1,"calle de Américo Castro, 3, Sanchinarro, Madrid"
10088,Virgen del Cortijo - Manoteras,113.0,0,1.0,5,245000,1.0,1.0,0.0,1,"Dúplex en venta en avenida de Manoteras, 8, Virgen del Cortijo - Manoteras, Madrid"
10089,Conde Orgaz-Piovera,128.0,3,2.0,3,620000,1.0,1.0,1.0,1,"plaza Liceo, 3, Conde Orgaz-Piovera, Madrid"
10090,Pinar del Rey,98.0,3,2.0,1,300000,1.0,1.0,1.0,1,"calle Sanlúcar de Barrameda, 10, Pinar del Rey, Madrid"
10091,Sanchinarro,177.0,4,3.0,0,825000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Ana de Austria, 34, Sanchinarro, Madrid"
10092,Canillas,55.0,1,1.0,2,287000,1.0,1.0,0.0,0,"calle Valdecaleras, 19, Canillas, Madrid"
10094,Palomas,144.0,3,2.0,4,680000,1.0,1.0,0.0,1,"avenida de los Arces, 1, Palomas, Madrid"
10095,Palomas,144.0,3,2.0,4,680000,1.0,1.0,0.0,1,"avenida de los Arces, 1, Palomas, Madrid"
10097,Conde Orgaz-Piovera,76.0,0,1.0,4,360000,1.0,1.0,0.0,1,"calle Vicente Morales, 2, Conde Orgaz-Piovera, Madrid"
10098,Hortaleza,291.0,5,4.0,1,1490000,1.0,1.0,1.0,1,"Conde Orgaz-Piovera, Hortaleza, Madrid"
10100,Sanchinarro,67.0,2,1.0,3,335000,1.0,1.0,0.0,1,"calle Americo castro, Sanchinarro, Madrid"
10101,Pinar del Rey,90.0,3,1.0,1,274000,0.0,1.0,1.0,0,"calle Opón, Pinar del Rey, Madrid"
10103,Pinar del Rey,113.0,4,1.0,1,349000,1.0,1.0,1.0,0,"calle Santa Susana, Pinar del Rey, Madrid"
10104,Palomas,200.0,4,3.0,4,776000,1.0,1.0,1.0,1,"calle Peonias, Palomas, Madrid"
10105,Conde Orgaz-Piovera,607.0,5,6.0,0,2800000,1.0,1.0,1.0,1,"Dúplex en venta en avenida de los Madroños, Conde Orgaz-Piovera, Madrid"
10107,Palomas,252.0,3,2.0,5,1150000,1.0,1.0,1.0,1,"avenida de los Arces, Palomas, Madrid"
10108,Palomas,280.0,4,3.0,3,1200000,1.0,1.0,0.0,1,"avenida de los arces, Palomas, Madrid"
10110,Sanchinarro,115.0,2,2.0,5,405000,1.0,1.0,0.0,0,"Princesa de Eboli, 94, Sanchinarro, Madrid"
10113,Palomas,116.0,2,2.0,3,540000,1.0,1.0,0.0,1,"avenida de los Arces, 1, Palomas, Madrid"
10114,Hortaleza,98.0,2,2.0,6,565000,1.0,1.0,1.0,1,"Ático en venta en Sanchinarro, Hortaleza, Madrid"
10115,Sanchinarro,144.0,4,2.0,6,485000,1.0,1.0,0.0,1,"calle Princesa de Éboli, 24, Sanchinarro, Madrid"
10116,Hortaleza,220.0,4,3.0,0,850000,1.0,1.0,0.0,1,"Urb. Palomas - Piovera, Palomas, Hortaleza, Madrid"
10117,Hortaleza,215.0,3,2.0,8,610000,1.0,1.0,1.0,1,"Valdebebas - Valdefuentes, Hortaleza, Madrid"
10118,Pinar del Rey,74.0,2,2.0,4,242999,0.0,1.0,0.0,0,"calle Chima, 4, Pinar del Rey, Madrid"
10119,Pinar del Rey,102.0,3,2.0,7,385000,1.0,1.0,1.0,0,"calle de Valdetorres de Jarama, 9, Pinar del Rey, Madrid"
10120,Sanchinarro,140.0,3,2.0,1,549000,1.0,1.0,1.0,1,"calle de Ana de Austria, 29, Sanchinarro, Madrid"
10121,Hortaleza,221.0,4,3.0,5,730000,1.0,1.0,1.0,1,"Ático en venta en Palomas, Hortaleza, Madrid"
10123,Pinar del Rey,144.0,4,2.0,3,699000,1.0,1.0,0.0,1,"avenida de la Gran Vía de Hortaleza, 5, Pinar del Rey, Madrid"
10124,Sanchinarro,160.0,3,2.0,7,910000,1.0,1.0,1.0,1,"Ático en venta en Sanchinarro, Sanchinarro, Madrid"
10125,Hortaleza,111.0,3,1.0,1,359900,1.0,1.0,1.0,1,"Canillas, Hortaleza, Madrid"
10126,Hortaleza,127.0,3,2.0,5,695000,1.0,1.0,1.0,1,"Ático en venta en Palomas, Hortaleza, Madrid"
10127,Apóstol Santiago,93.0,4,2.0,0,245000,1.0,1.0,1.0,0,"calle Vélez Rubio, Apóstol Santiago, Madrid"
10128,Pinar del Rey,88.0,3,1.0,2,210000,1.0,1.0,1.0,0,"calle Uría, Pinar del Rey, Madrid"
10129,Pinar del Rey,51.0,1,1.0,7,167000,1.0,0.0,1.0,0,"calle Santa Susana, 44, Pinar del Rey, Madrid"
10131,Hortaleza,275.0,4,3.0,1,970000,1.0,1.0,1.0,1,"Conde Orgaz-Piovera, Hortaleza, Madrid"
10132,Pinar del Rey,90.0,2,1.0,1,285000,1.0,1.0,0.0,0,"calle Santa Susana, 32, Pinar del Rey, Madrid"
10134,Sanchinarro,103.0,2,2.0,1,430000,1.0,1.0,0.0,1,"Américo Castro, 78, Sanchinarro, Madrid"
10135,Virgen del Cortijo - Manoteras,108.0,2,2.0,2,450000,1.0,1.0,0.0,1,"calle de Dulce Chacón, 33, Virgen del Cortijo - Manoteras, Madrid"
10136,Virgen del Cortijo - Manoteras,120.0,3,2.0,6,319000,1.0,1.0,1.0,1,"calle de Oña, 93, Virgen del Cortijo - Manoteras, Madrid"
10138,Sanchinarro,112.0,3,2.0,2,495000,1.0,1.0,0.0,1,"Isabel de valois, 80, Sanchinarro, Madrid"
10139,Pinar del Rey,140.0,4,2.0,8,360000,1.0,1.0,1.0,0,"calle de López de Hoyos, 353, Pinar del Rey, Madrid"
10140,Apóstol Santiago,92.0,3,1.0,4,260000,1.0,1.0,1.0,0,"calle de Alicun, 8, Apóstol Santiago, Madrid"
10142,Pinar del Rey,80.0,2,1.0,9,245000,1.0,1.0,1.0,0,"calle de Valdetorres de Jarama, 6, Pinar del Rey, Madrid"
10143,Sanchinarro,120.0,3,2.0,4,530000,1.0,1.0,1.0,1,"calle Luis Jiménez de Asúa, 31, Sanchinarro, Madrid"
10144,Sanchinarro,175.0,4,2.0,6,795000,1.0,1.0,1.0,1,"Ático en venta en calle de Adriano de Utrecht, 1, Sanchinarro, Madrid"
10145,Canillas,107.0,3,1.0,0,300000,1.0,1.0,1.0,0,"calle de Andorra, 37, Canillas, Madrid"
10146,Pinar del Rey,72.0,3,1.0,4,179500,0.0,1.0,1.0,0,"calle Torregrosa, 9, Pinar del Rey, Madrid"
10147,Apóstol Santiago,84.0,2,2.0,0,400000,1.0,1.0,0.0,0,"calle de Añastro, 17, Apóstol Santiago, Madrid"
10148,Canillas,92.0,3,1.0,4,295000,1.0,1.0,1.0,0,"calle de Mota del Cuervo, 2, Canillas, Madrid"
10149,Virgen del Cortijo - Manoteras,80.0,1,1.0,4,240000,1.0,1.0,1.0,1,"Dúplex en venta en avenida de Manoteras, 10, Virgen del Cortijo - Manoteras, Madrid"
10151,Pinar del Rey,65.0,3,1.0,1,195000,1.0,1.0,0.0,0,"calle de López de Hoyos, Pinar del Rey, Madrid"
10153,Sanchinarro,142.0,3,2.0,1,558000,1.0,1.0,0.0,1,"calle Princesa de Éboli, 9, Sanchinarro, Madrid"
10154,Apóstol Santiago,128.0,3,2.0,3,475000,1.0,1.0,1.0,1,"calle del Golfo de Salonica, 42, Apóstol Santiago, Madrid"
10155,Pinar del Rey,72.0,2,1.0,3,230000,0.0,1.0,1.0,0,"calle Torregrosa, 33, Pinar del Rey, Madrid"
10156,Canillas,40.0,0,1.0,1,164680,1.0,1.0,0.0,1,"Estudio en venta en calle de Alejandro Villegas, 3, Canillas, Madrid"
10157,Virgen del Cortijo - Manoteras,115.0,3,2.0,9,333000,1.0,1.0,1.0,1,"calle de Oña, 7, Virgen del Cortijo - Manoteras, Madrid"
10158,Hortaleza,55.0,1,1.0,6,270000,1.0,1.0,0.0,0,"Sanchinarro, Hortaleza, Madrid"
10159,Conde Orgaz-Piovera,139.0,3,2.0,3,695000,1.0,1.0,0.0,1,"avenida de los Andes, 23, Conde Orgaz-Piovera, Madrid"
10161,Virgen del Cortijo - Manoteras,114.0,3,2.0,8,310000,1.0,1.0,1.0,1,"calle de Oña, 13, Virgen del Cortijo - Manoteras, Madrid"
10162,Hortaleza,120.0,3,2.0,3,583000,1.0,1.0,0.0,1,"Palomas, Hortaleza, Madrid"
10163,Canillas,116.0,3,1.0,1,310000,1.0,1.0,1.0,1,"calle de Andorra, 100 -115, Canillas, Madrid"
10164,Palomas,97.0,2,2.0,5,580000,1.0,1.0,1.0,1,"Ático en venta en avenida de los Arces, 25, Palomas, Madrid"
10165,Valdebebas - Valdefuentes,135.0,3,2.0,3,570000,1.0,1.0,1.0,1,"calle de Félix Candela, 65, Valdebebas - Valdefuentes, Madrid"
10166,Virgen del Cortijo - Manoteras,108.0,0,1.0,1,198000,1.0,1.0,0.0,1,"Estudio en venta en avenida de Manoteras, 8, Virgen del Cortijo - Manoteras, Madrid"
10167,Conde Orgaz-Piovera,285.0,4,4.0,2,1814000,1.0,1.0,1.0,1,"avenida de los Madroños, 27, Conde Orgaz-Piovera, Madrid"
10168,Apóstol Santiago,282.0,5,4.0,5,905000,1.0,1.0,1.0,1,"calle de Navaleno, 5, Apóstol Santiago, Madrid"
10169,Canillas,35.0,1,1.0,0,138000,0.0,0.0,0.0,0,"calle Nápoles, Canillas, Madrid"
10170,Palomas,235.0,4,3.0,6,730000,1.0,1.0,1.0,1,"calle Guadalajara, 3, Palomas, Madrid"
10172,Virgen del Cortijo - Manoteras,55.0,1,1.0,1,293000,1.0,1.0,0.0,0,"calle dulce chacon, 23, Virgen del Cortijo - Manoteras, Madrid"
10174,Pinar del Rey,40.0,1,1.0,0,94000,0.0,1.0,0.0,0,"Belianes, Pinar del Rey, Madrid"
10177,Sanchinarro,110.0,3,2.0,1,415000,1.0,1.0,0.0,1,"calle de Américo Castro, Sanchinarro, Madrid"
10178,Pinar del Rey,59.0,3,1.0,4,158000,0.0,1.0,0.0,0,"CL BARICHARA, 2, Pinar del Rey, Madrid"
10179,Canillas,58.0,2,1.0,0,195000,1.0,1.0,0.0,0,"Tribaldos 38, Canillas, Madrid"
10183,Hortaleza,55.0,2,1.0,3,158000,0.0,1.0,0.0,0,"Canillas, Hortaleza, Madrid"
10184,Hortaleza,85.0,3,1.0,9,295000,1.0,1.0,0.0,1,"Pinar del Rey, Hortaleza, Madrid"
10185,Hortaleza,190.0,3,2.0,3,558000,1.0,1.0,1.0,1,"Valdebebas - Valdefuentes, Hortaleza, Madrid"
10186,Canillas,58.0,2,1.0,0,155000,1.0,1.0,0.0,0,"TORQUEMADA, Canillas, Madrid"
10187,Hortaleza,125.0,3,2.0,2,445000,1.0,1.0,0.0,1,"Sanchinarro, Hortaleza, Madrid"
10188,Hortaleza,94.0,1,1.0,3,215000,1.0,1.0,0.0,1,"Dúplex en venta en Virgen del Cortijo - Manoteras, Hortaleza, Madrid"
10189,Palomas,144.0,3,3.0,5,725000,1.0,1.0,0.0,1,"calle Camelias, 14, Palomas, Madrid"
10190,Sanchinarro,102.0,2,2.0,0,466800,1.0,1.0,1.0,0,"avenida Isabel de Valois, 33, Sanchinarro, Madrid"
10191,Apóstol Santiago,74.0,2,1.0,3,319000,1.0,1.0,1.0,0,"calle de Añastro, 23, Apóstol Santiago, Madrid"
10193,Pinar del Rey,87.0,3,2.0,3,240000,1.0,1.0,1.0,0,"calle Santa Susana, 33, Pinar del Rey, Madrid"
10194,Palomas,218.0,4,3.0,5,675000,1.0,1.0,0.0,1,"calle del Sándalo, 3, Palomas, Madrid"
10195,Sanchinarro,135.0,3,2.0,2,675000,1.0,1.0,1.0,1,"calle de vicente blasco ibáñez, 33, Sanchinarro, Madrid"
10196,Hortaleza,89.0,3,2.0,8,257000,1.0,1.0,1.0,0,"Pinar del Rey, Hortaleza, Madrid"
10197,Pinar del Rey,120.0,3,2.0,3,438000,1.0,1.0,0.0,1,"Dúplex en venta en calle Paula de la Vega, 10, Pinar del Rey, Madrid"
10199,Palomas,235.0,3,2.0,2,720000,1.0,1.0,1.0,1,"calle del Sándalo, 5, Palomas, Madrid"
10201,Canillas,48.0,2,1.0,1,155000,0.0,1.0,0.0,0,"calle Pedroñeras, 36, Canillas, Madrid"
10202,Apóstol Santiago,55.0,2,1.0,3,148000,1.0,1.0,0.0,0,"calle Mojácar, Apóstol Santiago, Madrid"
10203,Pinar del Rey,71.0,3,1.0,3,181000,0.0,1.0,1.0,0,"avenida de la Virgen del Carmen, 20, Pinar del Rey, Madrid"
10206,Apóstol Santiago,115.0,4,2.0,3,185000,1.0,1.0,1.0,0,"calle Roquetas de Mar, Madrid, Apóstol Santiago, Madrid"
10207,Pinar del Rey,85.0,3,1.0,3,240000,1.0,1.0,1.0,0,"calle Francisco Palomo, Madrid, Pinar del Rey, Madrid"
10208,Pinar del Rey,38.0,0,1.0,0,102000,0.0,1.0,0.0,0,"calle Belianes, Pinar del Rey, Madrid"
10211,Sanchinarro,130.0,0,1.0,2,400000,1.0,1.0,0.0,1,"Dúplex en venta en calle Manuel Pombo Angulo, Sanchinarro, Madrid"
10212,Pinar del Rey,55.0,2,1.0,0,169000,0.0,1.0,1.0,0,"calle de López de Hoyos, 373, Pinar del Rey, Madrid"
10213,Pinar del Rey,80.0,3,1.0,2,270000,1.0,1.0,1.0,0,"calle de los Arcos, 5, Pinar del Rey, Madrid"
10214,Conde Orgaz-Piovera,170.0,3,3.0,4,760000,1.0,1.0,1.0,1,"Dúplex en venta en avenida Machupichu, 31, Conde Orgaz-Piovera, Madrid"
10215,Sanchinarro,130.0,4,2.0,4,380000,1.0,1.0,0.0,1,"calle del Pintor Antonio Saura, 2, Sanchinarro, Madrid"
10216,Sanchinarro,95.0,2,2.0,2,395000,1.0,1.0,1.0,1,"avenida de Niceto Alcalá Zamora, 11, Sanchinarro, Madrid"
10219,Canillas,51.0,2,1.0,4,155000,0.0,1.0,1.0,0,"calle de Gomeznarro, 76, Canillas, Madrid"
10220,Pinar del Rey,250.0,4,3.0,8,1350000,1.0,1.0,1.0,1,"Ático en venta en Gran Vía de Hortaleza, 5, Pinar del Rey, Madrid"
10221,Pinar del Rey,83.0,3,1.0,3,220000,0.0,1.0,1.0,0,"calle Quilichao, 6, Pinar del Rey, Madrid"
10222,Canillas,60.0,1,1.0,1,234000,1.0,1.0,1.0,0,"calle de Alejandro Villegas, 3, Canillas, Madrid"
10223,Sanchinarro,56.0,0,1.0,3,250000,1.0,1.0,1.0,1,"Estudio en venta en calle Manuel Pombo Angulo, 12, Sanchinarro, Madrid"
10224,Pinar del Rey,89.0,3,2.0,7,249000,1.0,1.0,1.0,0,"calle de López de Hoyos, 476, Pinar del Rey, Madrid"
10225,Canillas,85.0,2,1.0,4,370000,1.0,1.0,0.0,1,"calle de Silvano, 107, Canillas, Madrid"
10226,Hortaleza,113.0,3,2.0,5,450000,1.0,1.0,1.0,0,"Pinar del Rey, Hortaleza, Madrid"
10227,Hortaleza,70.0,3,1.0,2,148000,0.0,1.0,1.0,0,"Pinar del Rey, Hortaleza, Madrid"
10228,Hortaleza,116.0,3,1.0,4,330000,1.0,1.0,1.0,0,"Urb. ESPERANZA, Canillas, Hortaleza, Madrid"
10230,Conde Orgaz-Piovera,138.0,2,2.0,4,550000,1.0,1.0,0.0,1,"avenida de los Andes, Conde Orgaz-Piovera, Madrid"
10233,Hortaleza,130.0,3,2.0,1,585000,1.0,1.0,0.0,1,"Sanchinarro, Hortaleza, Madrid"
10234,Sanchinarro,140.0,3,2.0,2,500000,1.0,1.0,0.0,1,"calle Isabel Clara Eugenia, 45, Sanchinarro, Madrid"
10236,Virgen del Cortijo - Manoteras,96.0,2,2.0,8,450000,1.0,1.0,0.0,1,"calle Dulce Chacón, 45, Virgen del Cortijo - Manoteras, Madrid"
10237,Apóstol Santiago,74.0,2,1.0,4,169500,0.0,1.0,0.0,0,"calle de somontin, 35, Apóstol Santiago, Madrid"
10238,Pinar del Rey,80.0,3,1.0,5,313500,1.0,0.0,0.0,0,"calle Santa Virgilia, 12, Pinar del Rey, Madrid"
10239,Sanchinarro,120.0,2,2.0,2,510000,1.0,1.0,0.0,1,"calle de Ana de Austria, 52, Sanchinarro, Madrid"
10240,Canillas,100.0,2,1.0,1,439000,1.0,1.0,1.0,1,"calle de Torquemada, 22, Canillas, Madrid"
10241,Pinar del Rey,170.0,4,3.0,4,799000,1.0,1.0,0.0,1,"calle Gran Via de Hortaleza, 5, Pinar del Rey, Madrid"
10242,Virgen del Cortijo - Manoteras,45.0,0,1.0,8,265000,1.0,1.0,0.0,1,"Estudio en venta en calle de Dulce Chacón, 23, Virgen del Cortijo - Manoteras, Madrid"
10243,Sanchinarro,112.0,2,2.0,5,375000,1.0,1.0,0.0,0,"calle Princesa de Éboli, 94, Sanchinarro, Madrid"
10244,Pinar del Rey,65.0,2,1.0,4,145000,0.0,1.0,0.0,0,"calle Cervera, 22, Pinar del Rey, Madrid"
10245,Apóstol Santiago,55.0,2,1.0,0,150000,1.0,1.0,0.0,0,"calle Mojácar, Apóstol Santiago, Madrid"
10246,Hortaleza,110.0,3,3.0,1,495000,1.0,1.0,0.0,0,"Sanchinarro, Hortaleza, Madrid"
10247,Pinar del Rey,74.0,3,1.0,4,158000,0.0,1.0,0.0,0,"calle Barichara, 2, Pinar del Rey, Madrid"
10249,Hortaleza,30.0,0,1.0,0,135000,1.0,1.0,0.0,1,"Estudio en venta en Pinar del Rey, Hortaleza, Madrid"
10253,Canillas,55.0,1,1.0,3,234000,1.0,1.0,1.0,0,"Ático en venta en calle de Alejandro Villegas, Canillas, Madrid"
10254,Sanchinarro,72.0,0,1.0,2,285000,1.0,1.0,0.0,1,"Estudio en venta en calle Manuel Pombo Angulo, 24, Sanchinarro, Madrid"
10255,Palomas,230.0,4,3.0,3,630000,1.0,1.0,1.0,1,"calle Peonías, 13, Palomas, Madrid"
10256,Sanchinarro,67.0,0,1.0,2,254000,1.0,1.0,0.0,1,"Estudio en venta en calle Manuel Pombo Angulo, 18, Sanchinarro, Madrid"
10257,Canillas,68.0,2,1.0,1,222000,0.0,1.0,1.0,0,"Ático en venta en calle Sánchez Guerrero, 12, Canillas, Madrid"
10259,Conde Orgaz-Piovera,140.0,4,3.0,3,795000,1.0,1.0,0.0,1,"Dúplex en venta en calle del Estrecho de Mesina, 13, Conde Orgaz-Piovera, Madrid"
10260,Pinar del Rey,85.0,3,2.0,5,285000,1.0,1.0,0.0,0,"calle santa virgilia, 29, Pinar del Rey, Madrid"
10262,Canillas,118.0,1,2.0,4,553000,1.0,1.0,1.0,1,"Ático en venta en calle de las Sicélidas, 10, Canillas, Madrid"
10263,Valdebebas - Valdefuentes,80.0,1,1.0,3,281000,1.0,1.0,0.0,0,"Dúplex en venta en calle Rafaela Aparicio, 10, Valdebebas - Valdefuentes, Madrid"
10264,Virgen del Cortijo - Manoteras,115.0,3,2.0,7,285000,1.0,1.0,1.0,0,"calle de Oña, 157, Virgen del Cortijo - Manoteras, Madrid"
10265,Conde Orgaz-Piovera,120.0,2,2.0,4,600000,1.0,1.0,1.0,0,"Ático en venta en calle de Machaquito, 58, Conde Orgaz-Piovera, Madrid"
10266,Virgen del Cortijo - Manoteras,130.0,2,2.0,0,289900,1.0,1.0,1.0,1,"Dúplex en venta en avenida de Manoteras, 8, Virgen del Cortijo - Manoteras, Madrid"
10267,Pinar del Rey,85.0,3,1.0,6,280000,1.0,1.0,1.0,0,"calle Pobla de Segur, 1, Pinar del Rey, Madrid"
10268,Conde Orgaz-Piovera,50.0,0,1.0,0,235000,0.0,1.0,0.0,0,"Estudio en venta en calle Olimpo, 33, Conde Orgaz-Piovera, Madrid"
10269,Conde Orgaz-Piovera,99.0,2,2.0,3,500000,1.0,1.0,1.0,1,"calle de Esteban Palacios, 7, Conde Orgaz-Piovera, Madrid"
10271,Sanchinarro,135.0,4,2.0,5,595000,1.0,1.0,0.0,1,"calle de Ana de Austria, 57, Sanchinarro, Madrid"
10272,Virgen del Cortijo - Manoteras,60.0,0,2.0,4,200000,1.0,1.0,0.0,1,"Estudio en venta en avenida de Manoteras, 38, Virgen del Cortijo - Manoteras, Madrid"
10273,Apóstol Santiago,90.0,2,1.0,4,240000,1.0,1.0,1.0,0,"calle de Somontín, 63, Apóstol Santiago, Madrid"
10276,Hortaleza,55.0,3,1.0,4,150000,0.0,1.0,1.0,0,"Pinar del Rey, Hortaleza, Madrid"
10278,Canillas,55.0,1,1.0,0,215500,1.0,1.0,1.0,0,"calle de Mota del Cuervo, 54, Canillas, Madrid"
10279,Valdebebas - Valdefuentes,139.0,3,2.0,5,589000,1.0,1.0,1.0,1,"avenida de Francisco Javier Sáenz de Oiza, 46, Valdebebas - Valdefuentes, Madrid"
10280,Pinar del Rey,94.0,3,2.0,5,299500,1.0,1.0,0.0,0,"calle de López de Hoyos, 470, Pinar del Rey, Madrid"
10281,Canillas,90.0,3,1.0,6,326000,1.0,1.0,1.0,0,"calle de las Pedroñeras, 10, Canillas, Madrid"
10282,Canillas,120.0,3,1.0,7,340000,1.0,1.0,1.0,0,"calle de Andorra, 51, Canillas, Madrid"
10283,Valdebebas - Valdefuentes,95.0,2,2.0,5,472000,1.0,1.0,1.0,1,"avenida de Secundino Zuazo, 4, Valdebebas - Valdefuentes, Madrid"
10284,Valdebebas - Valdefuentes,107.0,3,2.0,4,530000,1.0,1.0,0.0,1,"calle de María de las Mercedes de Borbón, 232, Valdebebas - Valdefuentes, Madrid"
10285,Sanchinarro,110.0,3,2.0,1,390000,1.0,1.0,0.0,1,"calle Alcalde Henche de la Plata, Sanchinarro, Madrid"
10286,Canillas,141.0,4,2.0,7,690000,1.0,1.0,1.0,1,"calle MONTEARAGÓN, Canillas, Madrid"
10287,Hortaleza,120.0,3,2.0,6,495000,1.0,1.0,0.0,1,"Sanchinarro, Hortaleza, Madrid"
10288,Pinar del Rey,90.0,3,1.0,5,240000,0.0,1.0,1.0,0,"calle de López de Hoyos, 347, Pinar del Rey, Madrid"
10289,Valdebebas - Valdefuentes,130.0,3,2.0,4,570000,1.0,1.0,1.0,1,"avenida jose antonio samaranch, Valdebebas - Valdefuentes, Madrid"
10290,Sanchinarro,120.0,3,2.0,2,460000,1.0,1.0,0.0,1,"niceto alcalá zamora, Sanchinarro, Madrid"
10292,Sanchinarro,42.0,0,1.0,3,280000,1.0,1.0,0.0,1,"Estudio en venta en AMERICO CASTRO, Sanchinarro, Madrid"
10293,Conde Orgaz-Piovera,50.0,0,1.0,0,203000,1.0,1.0,0.0,1,"Estudio en venta en calle Olimpo, 33 exterior, Conde Orgaz-Piovera, Madrid"
10296,Pinar del Rey,72.0,3,1.0,2,181000,1.0,1.0,1.0,0,"calle Biosca, 2, Pinar del Rey, Madrid"
10298,Hortaleza,138.0,3,2.0,4,570000,1.0,1.0,1.0,1,"Valdebebas - Valdefuentes, Hortaleza, Madrid"
10299,Canillas,65.0,1,1.0,1,182000,1.0,1.0,1.0,0,"calle Agustín Calvo, 4, Canillas, Madrid"
10300,Canillas,87.0,2,2.0,2,298000,1.0,1.0,0.0,0,"Dúplex en venta en calle Liebre, Canillas, Madrid"
10301,Hortaleza,72.0,2,1.0,2,169000,0.0,1.0,1.0,1,"Canillas, Hortaleza, Madrid"
10302,Canillas,141.0,4,2.0,7,690000,1.0,1.0,1.0,1,"calle Montearagón, 5, Canillas, Madrid"
10303,Virgen del Cortijo - Manoteras,68.0,1,1.0,1,356000,1.0,1.0,0.0,0,"calle de Dulce Chacón, Virgen del Cortijo - Manoteras, Madrid"
10304,Pinar del Rey,70.0,3,1.0,1,210000,1.0,1.0,1.0,0,"calle de Miranda de Arga, Madrid s/n, Pinar del Rey, Madrid"
10305,Sanchinarro,100.0,1,1.0,7,349000,1.0,1.0,1.0,1,"Ático en venta en calle Princesa de Éboli, Madrid, 16, Sanchinarro, Madrid"
10306,Apóstol Santiago,87.0,2,1.0,5,169900,1.0,1.0,1.0,0,"Roquetas del mar, Apóstol Santiago, Madrid"
10307,Apóstol Santiago,100.0,4,2.0,4,295000,1.0,1.0,0.0,0,"calle de las Cuevas de Almanzora, Apóstol Santiago, Madrid"
10308,Pinar del Rey,55.0,2,1.0,5,195000,1.0,1.0,1.0,0,"calle Francisco Palomo, Pinar del Rey, Madrid"
10310,Hortaleza,105.0,3,2.0,2,475000,1.0,1.0,0.0,1,"Sanchinarro, Hortaleza, Madrid"
10313,Pinar del Rey,74.0,3,1.0,4,200000,1.0,1.0,0.0,0,"calle Biosca, Pinar del Rey, Madrid"
10314,Pinar del Rey,38.0,1,1.0,0,102000,0.0,1.0,0.0,0,"calle Belianes, Pinar del Rey, Madrid"
10318,Hortaleza,73.0,3,1.0,3,156000,0.0,1.0,1.0,0,"Apóstol Santiago, Hortaleza, Madrid"
10319,Conde Orgaz-Piovera,104.0,2,2.0,1,449000,1.0,1.0,0.0,1,"calle de José Rizal, 47, Conde Orgaz-Piovera, Madrid"
10320,Canillas,58.0,1,1.0,2,235000,1.0,1.0,1.0,1,"calle de Pegaso, Canillas, Madrid"
10321,Pinar del Rey,47.0,1,1.0,6,155000,1.0,1.0,1.0,0,"calle Santa Susana, Pinar del Rey, Madrid"
10322,Pinar del Rey,114.0,4,2.0,0,265000,1.0,1.0,0.0,0,"avenida de la Virgen del Carmen, Pinar del Rey, Madrid"
10323,Canillas,72.0,3,1.0,4,214000,1.0,1.0,1.0,0,"Motilla del Palancar, Canillas, Madrid"
10324,Sanchinarro,95.0,2,2.0,5,425000,1.0,1.0,0.0,1,"plaza Alcalde Moreno Torres, Sanchinarro, Madrid"
10325,Palomas,107.0,2,2.0,1,420000,1.0,1.0,0.0,1,"avenida de los Prunos, Palomas, Madrid"
